Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Nokia,Nokia G20,2021,124573,24887
OnePlus,OnePlus 8,2019,9846,2837
OnePlus,OnePlus Nord,2020,120464,17152
Apple,iPhone 11,2021,99695,22498
Xiaomi,Mi 10,2022,86990,27394
Oppo,Oppo F21,2024,69008,46818
Samsung,Galaxy A52,2019,102314,9256
Oppo,Oppo Reno 6,2018,32992,1655
Oppo,Oppo Reno 6,2020,38267,2368
Vivo,Vivo Y20,2020,92579,14806
Oppo,Oppo F21,2021,43392,10630
Nokia,Nokia 7.2,2024,128074,86962
OnePlus,OnePlus 9,2023,35557,13789
Oppo,Oppo A53,2020,110424,17472
Nokia,Nokia 6.2,2018,66665,2442
Samsung,Galaxy S22,2021,17380,6158
OnePlus,OnePlus 10R,2022,125284,36118
OnePlus,OnePlus 8,2022,21352,6254
Vivo,Vivo V20,2020,127459,18123
Vivo,Vivo V20,2023,40944,20805
Nokia,Nokia 7.2,2018,25187,-740
Xiaomi,Mi 10,2023,24958,13752
Oppo,Oppo A53,2024,68079,43974
OnePlus,OnePlus Nord,2023,53720,21818
Apple,iPhone 14,2022,13005,2633
Vivo,Vivo V20,2024,119133,81549
Apple,iPhone 11,2021,15139,5687
Realme,Realme GT,2024,23380,13902
OnePlus,OnePlus 10R,2021,18182,3270
Vivo,Vivo X60,2020,84184,9237
Apple,iPhone 12,2021,63237,13115
Apple,iPhone 14,2018,93098,3328
Nokia,Nokia 6.2,2023,125986,57489
Apple,iPhone 12,2023,97101,45219
Oppo,Oppo F19,2022,69425,19526
Realme,Realme 8,2023,36966,14328
OnePlus,OnePlus Nord,2024,92405,64666
Motorola,Moto G71,2023,78264,34492
Realme,Realme 8,2023,74957,33585
Vivo,Vivo V21,2019,67316,8487
Realme,Realme 9,2024,87668,59034
OnePlus,OnePlus Nord,2019,49992,6251
Apple,iPhone 11,2023,58853,25918
Vivo,Vivo Y20,2018,87477,2468
OnePlus,OnePlus 9,2022,98143,28712
Motorola,Moto G60,2024,101424,65880
Samsung,Galaxy A52,2020,104406,11292
Xiaomi,Mi 10,2018,118314,10004
Samsung,Galaxy S22,2022,47659,13103
Nokia,Nokia 7.2,2023,70495,34145
Motorola,Moto Edge 20,2021,39266,7116
Vivo,Vivo Y20,2024,50365,36727
Realme,Realme Narzo 50,2018,103859,6100
Samsung,Galaxy S20,2021,28762,5099
Apple,iPhone 13,2023,84128,39110
Apple,iPhone 13,2022,125555,35431
Nokia,Nokia 6.2,2022,92357,28480
Vivo,Vivo V21,2021,78617,14333
Samsung,Galaxy A52,2023,99042,47397
Xiaomi,Mi 11X,2018,50877,5293
Nokia,Nokia 6.2,2021,103739,20469
Apple,iPhone 14,2022,38116,11939
Vivo,Vivo Y20,2024,83027,53548
Xiaomi,Mi 11X,2019,18226,1471
OnePlus,OnePlus 10R,2018,10383,2667
Samsung,Galaxy S20,2020,45494,6820
Oppo,Oppo A53,2023,55956,23931
Realme,Realme 9,2024,25017,17038
Samsung,Galaxy S22,2024,23035,13812
Nokia,Nokia 7.2,2018,56204,2954
Vivo,Vivo V20,2018,77404,6623
Vivo,Vivo Y20,2023,8779,2004
Apple,iPhone 11,2018,18425,-1630
Realme,Realme 9,2018,97349,4449
Nokia,Nokia G20,2022,122061,36186
Xiaomi,Mi 11X,2021,90171,16439
Motorola,Moto E40,2019,121579,12415
Vivo,Vivo V21,2021,128220,26512
Apple,iPhone 13,2023,16807,6199
Oppo,Oppo Reno 6,2021,98147,21136
Samsung,Galaxy S20,2018,83526,6412
Apple,iPhone 13,2020,116497,16963
Realme,Realme 9,2020,84112,8454
OnePlus,OnePlus Nord,2023,119451,54766
Realme,Realme 8,2020,96362,12642
Apple,iPhone 13,2023,74446,34900
Vivo,Vivo V20,2020,115908,13860
Motorola,Moto Edge 20,2023,96218,41150
Motorola,Moto G71,2022,7709,-198
Xiaomi,Mi 11X,2023,58115,27703
Oppo,Oppo Reno 6,2018,19756,1459
Motorola,Moto E40,2018,85408,7878
Motorola,Moto Edge 20,2024,35141,21647
Motorola,Moto G60,2021,81993,19074
Oppo,Oppo A53,2022,106045,29075
Nokia,Nokia 7.2,2023,62848,28081
Apple,iPhone 11,2022,102919,31060
Apple,iPhone 12,2023,101407,43176
Samsung,Galaxy A52,2021,97993,21100
Oppo,Oppo A53,2019,10329,2763
Nokia,Nokia 7.2,2020,71552,9031
Nokia,Nokia 7.2,2020,121095,19108
Realme,Realme GT,2021,23560,2772
Xiaomi,Mi 10,2023,95305,43237
Vivo,Vivo X60,2021,73345,14543
Oppo,Oppo A53,2019,34846,5243
Apple,iPhone 14,2018,13995,2049
OnePlus,OnePlus 10R,2018,52169,5222
Vivo,Vivo V20,2023,69749,29492
OnePlus,OnePlus 8,2021,46152,11459
Oppo,Oppo F19,2024,25242,15757
Xiaomi,Mi 10,2021,112114,22702
OnePlus,OnePlus Nord,2019,13339,82
Samsung,Galaxy S20,2021,117053,24339
OnePlus,OnePlus 10R,2024,46584,28711
Realme,Realme 8,2020,65188,6302
OnePlus,OnePlus Nord,2024,127732,88657
Apple,iPhone 12,2021,128398,28611
Motorola,Moto G60,2022,120819,36933
Vivo,Vivo X60,2024,70654,49494
Xiaomi,Redmi Note 10,2018,31864,-212
Samsung,Galaxy A52,2020,57744,8924
Samsung,Galaxy S22,2024,16300,12057
Oppo,Oppo F21,2023,31792,17257
Samsung,Galaxy S22,2024,73280,51536
Realme,Realme 9,2023,75484,33999
Realme,Realme GT,2020,84973,10155
Oppo,Oppo F19,2021,23396,4547
Oppo,Oppo F21,2022,73777,19487
Motorola,Moto E40,2020,97233,14079
Oppo,Oppo Reno 6,2024,97350,63874
Nokia,Nokia 6.2,2019,55112,5782
Nokia,Nokia 7.2,2024,79977,55855
Oppo,Oppo F21,2019,100981,8004
Motorola,Moto E40,2024,66804,42408
Samsung,Galaxy S20,2022,24314,8131
Realme,Realme 8,2024,126651,84414
Realme,Realme Narzo 50,2023,21146,8461
Apple,iPhone 14,2023,31533,14905
Apple,iPhone 14,2019,12172,244
Vivo,Vivo V20,2018,118100,5513
Xiaomi,Mi 10,2024,82922,57453
Xiaomi,Redmi Note 11,2018,115086,5207
Samsung,Galaxy S22,2023,83952,36964
Realme,Realme GT,2023,46930,20471
Motorola,Moto E40,2024,113513,74303
Vivo,Vivo Y20,2018,110972,6626
Apple,iPhone 13,2020,16760,4355
Nokia,Nokia G20,2021,46024,9620
OnePlus,OnePlus 10R,2018,116506,7523
Samsung,Galaxy S20,2018,33532,20
OnePlus,OnePlus 10R,2018,70432,3374
Vivo,Vivo X60,2023,65295,27073
Xiaomi,Redmi Note 10,2023,98583,45368
Samsung,Galaxy A52,2018,68177,4757
Nokia,Nokia G20,2022,26709,6182
Xiaomi,Redmi Note 10,2024,8497,5498
Apple,iPhone 11,2023,128586,59394
Motorola,Moto E40,2023,23216,9826
Motorola,Moto E40,2022,25227,4671
Apple,iPhone 12,2024,80323,51946
Samsung,Galaxy S22,2024,121785,81682
Nokia,Nokia G20,2020,103950,13508
Xiaomi,Redmi Note 11,2023,34916,14695
Xiaomi,Redmi Note 10,2020,123326,17398
Oppo,Oppo F19,2020,79418,13237
Nokia,Nokia 6.2,2022,23322,4893
Vivo,Vivo V20,2018,106682,4015
Xiaomi,Redmi Note 10,2022,122054,39020
Realme,Realme 9,2023,75511,33667
Samsung,Galaxy S20,2020,99089,13801
Nokia,Nokia G20,2024,122522,82398
Oppo,Oppo F21,2023,11863,4482
Motorola,Moto G71,2022,124639,35885
Nokia,Nokia 6.2,2023,22305,12127
OnePlus,OnePlus 8,2018,121829,8577
Nokia,Nokia 6.2,2019,50908,4529
Xiaomi,Redmi Note 10,2022,8092,4500
Realme,Realme GT,2019,77272,4838
Nokia,Nokia 7.2,2022,25730,5619
Motorola,Moto G60,2018,52454,1694
Apple,iPhone 12,2018,71862,2831
Xiaomi,Mi 10,2019,40795,1853
Nokia,Nokia 7.2,2019,126548,12762
Oppo,Oppo A53,2021,11217,4326
OnePlus,OnePlus 10R,2021,50924,9654
Vivo,Vivo X60,2023,97721,46550
Xiaomi,Redmi Note 10,2021,15388,506
Oppo,Oppo F21,2023,26178,10050
Nokia,Nokia 6.2,2018,70285,6623
Motorola,Moto G60,2024,118008,81191
Nokia,Nokia 7.2,2021,86853,18069
OnePlus,OnePlus 10R,2022,24023,5824
Samsung,Galaxy S20,2024,110416,72265
Xiaomi,Mi 10,2023,27964,11409
Oppo,Oppo A53,2023,11438,5099
Vivo,Vivo X60,2023,103383,44737
Realme,Realme 8,2024,87403,57368
Xiaomi,Mi 11X,2019,124945,8567
Nokia,Nokia 7.2,2022,52938,16156
Apple,iPhone 11,2021,112237,22711
Nokia,Nokia G20,2022,49407,16939
Vivo,Vivo V20,2018,37004,4476
OnePlus,OnePlus 8,2019,55322,6928
OnePlus,OnePlus 10R,2018,22369,1929
OnePlus,OnePlus 8,2022,22281,4808
OnePlus,OnePlus 8,2023,10745,6742
OnePlus,OnePlus 9,2023,103483,47194
Xiaomi,Mi 10,2019,49209,3395
Samsung,Galaxy S22,2023,51020,20167
Realme,Realme 8,2024,48924,31397
Oppo,Oppo F21,2021,59268,14097
Realme,Realme GT,2023,75357,31143
Nokia,Nokia 5.4,2024,50644,34364
Vivo,Vivo X60,2018,95459,5595
Xiaomi,Mi 10,2019,58295,3717
Motorola,Moto Edge 20,2021,81225,18942
Xiaomi,Redmi Note 11,2020,95026,11910
Apple,iPhone 12,2021,103101,18891
Samsung,Galaxy S22,2021,11063,1079
Motorola,Moto G60,2023,65003,29209
Vivo,Vivo X60,2021,43075,6695
Oppo,Oppo F19,2019,81531,9949
OnePlus,OnePlus 10R,2022,68259,17948
Xiaomi,Mi 11X,2022,98686,29383
Realme,Realme GT,2022,105484,30748
Samsung,Galaxy S21,2021,91362,20258
OnePlus,OnePlus 9,2023,33134,15591
Vivo,Vivo X60,2024,77266,54703
Nokia,Nokia 7.2,2023,98339,46351
Vivo,Vivo Y20,2020,53512,9422
Motorola,Moto Edge 20,2022,115113,32218
Oppo,Oppo A53,2022,107384,31250
Realme,Realme 9,2021,76829,13701
Xiaomi,Redmi Note 11,2022,39672,14017
Motorola,Moto E40,2024,46518,34201
Motorola,Moto G60,2021,105170,20773
Samsung,Galaxy S20,2022,58749,16382
Vivo,Vivo X60,2022,27298,5970
Samsung,Galaxy S21,2023,78133,34261
Motorola,Moto E40,2019,7282,1521
Nokia,Nokia 5.4,2021,70372,15342
Oppo,Oppo F19,2024,7667,4247
Motorola,Moto E40,2024,103029,67243
Vivo,Vivo V21,2018,77557,2019
Nokia,Nokia G20,2019,26279,2664
Vivo,Vivo V20,2021,13739,16
Nokia,Nokia G20,2022,93875,27240
Realme,Realme Narzo 50,2021,55889,9076
Xiaomi,Redmi Note 10,2024,53892,36117
Nokia,Nokia 6.2,2020,114215,17436
Apple,iPhone 13,2020,43047,3034
Vivo,Vivo V21,2020,39308,2708
Apple,iPhone 14,2020,29246,4931
Apple,iPhone 12,2023,41941,20709
Motorola,Moto Edge 20,2023,45378,18630
Samsung,Galaxy A52,2022,31692,8831
Samsung,Galaxy S20,2019,90686,7938
Vivo,Vivo V20,2023,128709,60633
Motorola,Moto G60,2024,97693,64900
Oppo,Oppo F19,2018,57346,3683
Vivo,Vivo Y20,2021,64358,12181
Xiaomi,Redmi Note 10,2020,105841,15559
Vivo,Vivo V20,2024,35653,25532
Motorola,Moto Edge 20,2021,77409,13727
Apple,iPhone 12,2024,84298,59210
Nokia,Nokia G20,2021,123414,23305
Apple,iPhone 11,2018,15933,219
Realme,Realme GT,2022,68776,22667
Motorola,Moto E40,2022,71234,23495
OnePlus,OnePlus 9,2021,94276,17392
Xiaomi,Mi 11X,2021,36495,5880
Oppo,Oppo F19,2021,82277,15855
Apple,iPhone 12,2021,88559,19448
Xiaomi,Redmi Note 11,2024,102300,67168
Realme,Realme 9,2021,37014,6397
Apple,iPhone 12,2019,126546,11063
Oppo,Oppo F21,2021,62804,12985
Apple,iPhone 14,2021,32454,5331
Samsung,Galaxy A52,2019,102032,7907
Realme,Realme 8,2024,69658,45250
OnePlus,OnePlus 9,2021,81087,13875
Vivo,Vivo Y20,2024,44513,28521
OnePlus,OnePlus Nord,2018,18727,1463
OnePlus,OnePlus 10R,2023,12538,6142
Apple,iPhone 14,2020,39554,7912
OnePlus,OnePlus 8,2018,99592,8305
Realme,Realme GT,2021,53031,10132
Oppo,Oppo Reno 6,2023,27637,12754
Nokia,Nokia 7.2,2018,81700,7805
Xiaomi,Redmi Note 10,2018,81362,7661
Samsung,Galaxy A52,2024,46602,29632
Oppo,Oppo F21,2018,50980,1112
Vivo,Vivo V21,2020,100390,14120
Apple,iPhone 14,2024,8255,6122
Realme,Realme 9,2018,53798,3684
Vivo,Vivo V20,2024,10474,5779
Nokia,Nokia G20,2018,77999,4749
OnePlus,OnePlus Nord,2019,14015,4213
OnePlus,OnePlus 8,2019,108830,9073
Xiaomi,Redmi Note 11,2021,120746,22851
Realme,Realme 8,2019,10778,3736
Nokia,Nokia 7.2,2019,8062,-388
Nokia,Nokia 6.2,2021,13986,4697
Nokia,Nokia 7.2,2024,98688,64781
Vivo,Vivo Y20,2024,35401,21977
Xiaomi,Redmi Note 11,2020,43165,5015
Xiaomi,Redmi Note 10,2019,82288,6090
Xiaomi,Mi 11X,2018,89702,5937
Vivo,Vivo Y20,2018,112974,6578
Motorola,Moto E40,2024,39131,26034
OnePlus,OnePlus 10R,2022,97464,29347
Motorola,Moto G60,2021,22324,3561
Samsung,Galaxy S22,2020,85666,11938
Vivo,Vivo V20,2022,44796,11286
Samsung,Galaxy A52,2018,42736,3119
Samsung,Galaxy S20,2021,129939,27931
Samsung,Galaxy S22,2021,116915,24756
OnePlus,OnePlus 8,2021,25931,6504
Realme,Realme Narzo 50,2021,66125,13532
Samsung,Galaxy S21,2023,49349,21640
Samsung,Galaxy S22,2022,58531,14934
Oppo,Oppo F21,2021,33989,7210
Oppo,Oppo A53,2021,14767,5815
Xiaomi,Mi 11X,2020,104741,12018
OnePlus,OnePlus Nord,2024,113639,74244
Vivo,Vivo V20,2021,94462,18093
Vivo,Vivo V20,2023,119729,55857
Samsung,Galaxy S22,2022,53398,15029
Samsung,Galaxy A52,2018,102944,3769
Nokia,Nokia 7.2,2018,69414,6236
Samsung,Galaxy A52,2021,44305,11960
Samsung,Galaxy S22,2018,11323,-1499
Motorola,Moto E40,2018,123637,7219
Oppo,Oppo F21,2022,106253,30646
Realme,Realme GT,2024,15604,12971
Xiaomi,Redmi Note 10,2022,7190,1656
Realme,Realme GT,2024,92237,62604
Xiaomi,Mi 11X,2021,100667,20982
Nokia,Nokia 6.2,2018,103977,8626
Vivo,Vivo V21,2021,58820,10024
Oppo,Oppo Reno 6,2022,27434,10869
Xiaomi,Redmi Note 10,2021,99023,18802
Oppo,Oppo Reno 6,2023,79288,38069
Xiaomi,Redmi Note 10,2024,53935,38865
Motorola,Moto G60,2019,35453,5809
Xiaomi,Mi 11X,2022,110914,30651
Oppo,Oppo A53,2018,112759,7751
Apple,iPhone 14,2019,127723,14412
Nokia,Nokia 5.4,2018,73119,4092
Vivo,Vivo Y20,2020,74159,9102
Xiaomi,Mi 11X,2023,56642,24966
Nokia,Nokia 6.2,2019,7249,693
Apple,iPhone 14,2022,84442,24945
OnePlus,OnePlus 9,2020,41272,3351
Oppo,Oppo Reno 6,2021,99329,17298
Apple,iPhone 11,2024,8534,3206
Apple,iPhone 12,2023,13101,7375
Apple,iPhone 11,2024,24196,13707
Vivo,Vivo X60,2023,38460,15453
Oppo,Oppo F21,2024,75562,52491
Nokia,Nokia G20,2018,74970,5343
Apple,iPhone 13,2022,56179,17062
Vivo,Vivo X60,2019,106306,7570
Xiaomi,Redmi Note 11,2019,96999,10774
Nokia,Nokia G20,2023,103635,44004
Oppo,Oppo F19,2021,28396,3374
Xiaomi,Redmi Note 10,2019,49567,4065
Realme,Realme Narzo 50,2024,103065,71731
OnePlus,OnePlus Nord,2023,40549,20672
Apple,iPhone 12,2023,93300,43105
Xiaomi,Mi 10,2021,78458,17954
Realme,Realme 8,2023,107967,49997
Xiaomi,Redmi Note 10,2021,87485,20424
Oppo,Oppo F19,2022,10131,3595
Oppo,Oppo F19,2023,61164,28276
Oppo,Oppo F21,2019,81787,8800
Motorola,Moto G71,2018,42322,103
OnePlus,OnePlus Nord,2020,27822,4137
OnePlus,OnePlus 8,2021,83108,19236
Vivo,Vivo V20,2020,35214,6767
Samsung,Galaxy S21,2023,81249,35066
Samsung,Galaxy S21,2021,69795,13755
Motorola,Moto E40,2022,27742,10999
Realme,Realme 9,2024,57037,39386
Apple,iPhone 11,2024,93406,63022
Apple,iPhone 11,2018,46491,2770
Apple,iPhone 13,2022,108248,30740
Vivo,Vivo Y20,2021,9589,3346
Realme,Realme Narzo 50,2019,15067,-924
Realme,Realme GT,2022,117188,34927
Samsung,Galaxy S21,2023,35287,15649
Vivo,Vivo X60,2023,122988,53373
Nokia,Nokia 6.2,2024,49867,34251
Oppo,Oppo F21,2024,84756,58262
Samsung,Galaxy S21,2024,16300,12409
Nokia,Nokia G20,2023,114487,49635
OnePlus,OnePlus 8,2020,85645,12722
Xiaomi,Mi 11X,2023,128001,60103
Realme,Realme GT,2019,45326,4619
Oppo,Oppo F21,2020,70192,6895
Realme,Realme GT,2021,81672,18983
Xiaomi,Redmi Note 10,2021,117984,25666
Realme,Realme Narzo 50,2024,68524,48475
Apple,iPhone 13,2024,108509,71965
Motorola,Moto E40,2019,48187,2863
Xiaomi,Mi 11X,2023,23696,10565
Samsung,Galaxy S22,2019,14828,-239
Oppo,Oppo F19,2023,60722,29360
Vivo,Vivo Y20,2022,87950,23693
Realme,Realme 9,2022,72079,19367
Oppo,Oppo A53,2018,88309,3021
OnePlus,OnePlus 9,2023,11510,6162
Nokia,Nokia 7.2,2021,45805,10131
Motorola,Moto G60,2019,117737,10570
Nokia,Nokia 6.2,2024,55960,35422
OnePlus,OnePlus 9,2020,36704,3075
Nokia,Nokia 7.2,2022,29998,7917
Apple,iPhone 12,2022,60721,20048
Apple,iPhone 12,2021,56642,10151
Motorola,Moto E40,2023,81661,35618
Realme,Realme Narzo 50,2019,19976,2108
Realme,Realme GT,2022,15804,3820
Apple,iPhone 12,2021,72283,12068
Apple,iPhone 12,2021,75240,17822
Oppo,Oppo A53,2023,36636,16151
Oppo,Oppo F21,2021,31490,9144
Samsung,Galaxy A52,2018,60467,1453
OnePlus,OnePlus Nord,2019,126995,10227
Apple,iPhone 13,2019,49588,5705
Samsung,Galaxy S20,2024,62998,42841
Motorola,Moto E40,2023,17234,9617
Xiaomi,Mi 10,2018,117606,5382
Xiaomi,Mi 11X,2024,126727,83296
Xiaomi,Redmi Note 11,2023,92922,43008
Realme,Realme 9,2023,86283,36016
Nokia,Nokia 7.2,2023,89323,41792
Oppo,Oppo Reno 6,2022,31615,8853
Samsung,Galaxy S21,2021,41453,11385
Motorola,Moto G71,2020,86613,14056
Apple,iPhone 11,2024,8634,7831
Motorola,Moto Edge 20,2018,60298,2317
Vivo,Vivo Y20,2020,88802,9951
Apple,iPhone 14,2019,58142,6836
Realme,Realme GT,2021,31646,5519
Xiaomi,Redmi Note 11,2024,72112,50504
OnePlus,OnePlus 9,2019,92412,9282
Realme,Realme GT,2020,47636,9398
Vivo,Vivo Y20,2023,79587,34505
OnePlus,OnePlus Nord,2019,30328,159
Realme,Realme 9,2020,127309,18546
Realme,Realme GT,2019,23217,4087
Vivo,Vivo V20,2021,128893,27117
Apple,iPhone 14,2019,33080,1354
Oppo,Oppo Reno 6,2019,68359,7735
Vivo,Vivo X60,2021,92321,17117
Realme,Realme 8,2020,62708,10140
Realme,Realme 8,2023,17789,8225
Nokia,Nokia 5.4,2022,129978,36980
Xiaomi,Mi 10,2022,8435,2130
Vivo,Vivo V21,2024,24511,15690
Oppo,Oppo A53,2023,22881,8727
Oppo,Oppo A53,2018,120563,8222
OnePlus,OnePlus 9,2019,77444,7828
Nokia,Nokia 7.2,2021,69216,16880
Samsung,Galaxy S22,2022,28823,7636
OnePlus,OnePlus 9,2022,40174,10964
Motorola,Moto G71,2018,65915,5364
Vivo,Vivo V20,2020,128409,15277
Samsung,Galaxy S21,2023,72016,31875
Oppo,Oppo F21,2019,85751,9766
Motorola,Moto Edge 20,2021,91849,17429
Motorola,Moto Edge 20,2018,92887,3660
Vivo,Vivo V20,2024,126357,83827
Nokia,Nokia 6.2,2021,91488,19170
Vivo,Vivo V20,2021,62402,14999
Xiaomi,Mi 10,2021,37938,10330
Nokia,Nokia G20,2019,36211,4734
OnePlus,OnePlus 8,2018,110120,4928
Xiaomi,Mi 10,2019,60297,3670
Xiaomi,Redmi Note 10,2019,54858,7057
Motorola,Moto E40,2024,121928,82285
Samsung,Galaxy S22,2023,101340,42854
Realme,Realme GT,2020,31838,6388
Apple,iPhone 12,2018,57823,2040
Apple,iPhone 11,2023,59895,27362
Vivo,Vivo X60,2022,43812,13205
OnePlus,OnePlus 10R,2019,77818,8755
Samsung,Galaxy S22,2018,50053,2948
Xiaomi,Mi 10,2022,96147,28643
Apple,iPhone 13,2020,97777,10723
Samsung,Galaxy S21,2023,40446,20316
Samsung,Galaxy S21,2024,13689,10960
Vivo,Vivo V21,2023,78767,33185
Nokia,Nokia G20,2023,117676,54041
Motorola,Moto Edge 20,2018,39092,496
OnePlus,OnePlus 9,2018,61600,1282
Nokia,Nokia G20,2024,38536,23242
Xiaomi,Redmi Note 10,2019,119752,13559
Xiaomi,Mi 10,2020,46416,8918
Oppo,Oppo A53,2020,105540,12127
Apple,iPhone 13,2020,121724,15753
Motorola,Moto G60,2018,39962,2557
Nokia,Nokia G20,2023,44048,21113
Vivo,Vivo Y20,2020,77654,10457
Vivo,Vivo X60,2022,68653,22008
OnePlus,OnePlus 9,2019,12202,-827
Nokia,Nokia 7.2,2021,9077,971
Xiaomi,Mi 10,2022,107265,32614
Samsung,Galaxy S20,2019,103308,11441
Oppo,Oppo Reno 6,2021,66768,15692
Samsung,Galaxy A52,2023,111114,50845
Oppo,Oppo A53,2024,116649,79510
Motorola,Moto G60,2020,76039,12175
OnePlus,OnePlus Nord,2018,109751,3737
Vivo,Vivo Y20,2019,117250,12388
Xiaomi,Mi 11X,2021,33788,9386
Samsung,Galaxy S22,2021,103686,19592
Motorola,Moto E40,2020,24204,3204
Nokia,Nokia 7.2,2018,107813,5666
Samsung,Galaxy S21,2018,34366,2673
Nokia,Nokia 7.2,2024,17263,9890
Oppo,Oppo F19,2023,78567,33851
Samsung,Galaxy A52,2020,49627,9368
Realme,Realme 8,2023,124242,54950
Nokia,Nokia G20,2024,83842,58377
Nokia,Nokia 5.4,2020,40171,3684
OnePlus,OnePlus 9,2018,117148,8349
Oppo,Oppo Reno 6,2022,36727,8885
Realme,Realme 9,2022,12731,4321
Xiaomi,Redmi Note 11,2022,125617,37935
Xiaomi,Redmi Note 11,2019,104386,11109
Xiaomi,Redmi Note 10,2021,58489,12793
Nokia,Nokia G20,2024,64201,42422
Vivo,Vivo X60,2021,126183,24145
Apple,iPhone 11,2023,92389,39852
Oppo,Oppo F19,2020,105558,12879
Vivo,Vivo V21,2022,62802,19895
OnePlus,OnePlus Nord,2020,59699,10898
Motorola,Moto Edge 20,2018,107478,7969
Xiaomi,Redmi Note 11,2018,24526,-542
Xiaomi,Mi 11X,2021,53020,7891
Oppo,Oppo A53,2023,88658,41443
Samsung,Galaxy S20,2024,85885,56277
Xiaomi,Mi 10,2021,41112,5875
Vivo,Vivo V20,2021,104495,20156
OnePlus,OnePlus Nord,2024,46644,31867
OnePlus,OnePlus 10R,2022,71691,22599
Xiaomi,Redmi Note 11,2022,115413,36658
Vivo,Vivo Y20,2023,95203,41737
Realme,Realme 9,2020,121831,17043
Nokia,Nokia 6.2,2021,53269,11819
OnePlus,OnePlus 8,2023,29881,13044
Oppo,Oppo A53,2018,37379,2588
Xiaomi,Redmi Note 11,2018,68615,2221
Vivo,Vivo X60,2023,82735,34647
Xiaomi,Mi 11X,2021,109475,22278
Apple,iPhone 11,2020,73478,8898
Xiaomi,Redmi Note 10,2019,72733,6292
Samsung,Galaxy S22,2018,113755,7198
Nokia,Nokia 5.4,2024,98981,66671
Realme,Realme Narzo 50,2021,119159,26570
Motorola,Moto G71,2021,62732,14036
Xiaomi,Mi 10,2020,122647,19234
Vivo,Vivo Y20,2024,63686,44154
Samsung,Galaxy A52,2020,47244,4537
Apple,iPhone 14,2022,7664,1842
Apple,iPhone 12,2018,52922,2578
Apple,iPhone 14,2020,28797,3422
Nokia,Nokia 6.2,2022,93142,28435
Oppo,Oppo A53,2022,90685,24649
OnePlus,OnePlus 9,2018,104005,3642
OnePlus,OnePlus Nord,2019,42169,5794
Nokia,Nokia 7.2,2019,111779,10379
Nokia,Nokia G20,2019,69719,7531
Samsung,Galaxy A52,2018,109923,6757
Samsung,Galaxy S22,2019,45405,6269
OnePlus,OnePlus Nord,2019,81817,8668
Vivo,Vivo V20,2022,38104,12627
Xiaomi,Redmi Note 10,2022,98251,27997
Vivo,Vivo V21,2023,42761,19124
Samsung,Galaxy A52,2021,48114,11829
Samsung,Galaxy S22,2022,53105,16151
Vivo,Vivo V21,2019,26899,5172
Samsung,Galaxy S20,2023,100832,46983
Oppo,Oppo A53,2022,22276,8941
Xiaomi,Mi 11X,2023,117725,52507
Realme,Realme Narzo 50,2023,109450,51425
Realme,Realme Narzo 50,2024,59413,39166
Oppo,Oppo F19,2018,39255,1987
Nokia,Nokia G20,2023,120475,56610
Realme,Realme Narzo 50,2019,128980,9038
Vivo,Vivo Y20,2024,122603,79945
Realme,Realme Narzo 50,2024,121744,80843
Nokia,Nokia 7.2,2019,109228,12679
Samsung,Galaxy A52,2024,119979,77679
Motorola,Moto G71,2022,9453,4359
Nokia,Nokia 7.2,2024,123192,80611
Nokia,Nokia 5.4,2023,38854,17542
OnePlus,OnePlus Nord,2021,50201,10043
Apple,iPhone 14,2021,60725,10085
OnePlus,OnePlus 9,2021,99740,17487
Oppo,Oppo Reno 6,2023,13730,4070
Nokia,Nokia 6.2,2023,118217,53144
Nokia,Nokia G20,2023,11832,7063
OnePlus,OnePlus 9,2024,125648,86298
Samsung,Galaxy S22,2018,49155,5030
Oppo,Oppo F19,2024,70387,44987
Vivo,Vivo Y20,2024,25738,18621
Nokia,Nokia 7.2,2021,41841,5587
Motorola,Moto Edge 20,2022,89577,26566
Apple,iPhone 12,2022,94798,30653
Vivo,Vivo Y20,2020,78546,7779
Vivo,Vivo Y20,2024,18404,13120
Vivo,Vivo X60,2024,115944,75927
Oppo,Oppo Reno 6,2022,110458,30433
Nokia,Nokia 7.2,2019,42518,4042
Oppo,Oppo F21,2021,100240,17426
Motorola,Moto Edge 20,2018,66320,6488
Samsung,Galaxy S21,2023,27372,11252
Oppo,Oppo F21,2019,19041,2690
Samsung,Galaxy A52,2021,104021,20254
OnePlus,OnePlus 10R,2024,27917,17158
Oppo,Oppo Reno 6,2020,68180,7222
Vivo,Vivo V21,2018,111168,6383
Nokia,Nokia 6.2,2018,13770,2495
Apple,iPhone 14,2020,70967,6862
Vivo,Vivo V21,2022,93668,30884
Oppo,Oppo Reno 6,2021,55721,10730
Apple,iPhone 14,2024,29342,20822
Xiaomi,Redmi Note 11,2020,90714,13482
OnePlus,OnePlus 10R,2022,128738,39439
Samsung,Galaxy S20,2020,74815,7638
Xiaomi,Mi 11X,2018,77591,2025
Oppo,Oppo F21,2024,74759,49416
OnePlus,OnePlus 9,2018,7946,1861
OnePlus,OnePlus 10R,2018,28670,4310
Apple,iPhone 14,2018,23187,1657
Xiaomi,Mi 10,2020,61111,7881
Vivo,Vivo Y20,2023,126135,58591
Apple,iPhone 11,2023,19071,5763
