Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Nokia,Nokia G20,2021,113285,22816
Xiaomi,Mi 11X,2019,125383,11219
Motorola,Moto G71,2020,41192,5352
OnePlus,OnePlus 8,2022,104686,29038
Vivo,Vivo V20,2022,93159,27040
Vivo,Vivo V20,2023,127447,60109
Oppo,Oppo A53,2018,51378,5903
Motorola,Moto G60,2023,94075,39772
Apple,iPhone 13,2021,64229,12300
Realme,Realme Narzo 50,2023,127062,58257
Samsung,Galaxy S20,2023,28676,10134
Samsung,Galaxy S21,2022,67769,20087
OnePlus,OnePlus 10R,2022,65378,17538
Motorola,Moto G71,2022,56980,16975
Nokia,Nokia G20,2020,95394,13502
OnePlus,OnePlus 9,2020,126521,16562
Nokia,Nokia 6.2,2021,23540,2934
Samsung,Galaxy S22,2022,93208,26191
Samsung,Galaxy S20,2020,78124,10945
OnePlus,OnePlus 8,2020,43439,4293
Realme,Realme 8,2020,11523,-134
Motorola,Moto G71,2018,24776,-857
Samsung,Galaxy S22,2024,9067,5335
Oppo,Oppo F21,2024,69647,48232
Samsung,Galaxy S22,2020,111845,16549
Oppo,Oppo Reno 6,2019,36497,2394
Vivo,Vivo X60,2020,11762,2411
Motorola,Moto E40,2021,49663,10057
OnePlus,OnePlus 9,2024,43038,31701
Realme,Realme GT,2019,62659,6426
Motorola,Moto Edge 20,2022,107478,30971
Nokia,Nokia 7.2,2021,87718,20253
Apple,iPhone 13,2023,37816,17102
OnePlus,OnePlus 10R,2024,40007,25977
Apple,iPhone 11,2023,107332,50002
Apple,iPhone 11,2019,53848,5238
Samsung,Galaxy S22,2024,30315,19871
Apple,iPhone 12,2019,66696,3990
Realme,Realme 8,2018,70566,2134
Samsung,Galaxy A52,2018,30136,3316
Samsung,Galaxy S22,2021,128821,23632
OnePlus,OnePlus 10R,2020,113001,13234
Xiaomi,Mi 11X,2018,67632,2694
Nokia,Nokia G20,2019,16854,-263
Vivo,Vivo X60,2019,79504,4284
Realme,Realme 9,2020,103405,14529
Xiaomi,Redmi Note 11,2019,14477,1510
OnePlus,OnePlus Nord,2020,59978,6722
Samsung,Galaxy S21,2023,22963,12415
Nokia,Nokia 7.2,2021,34605,6703
Motorola,Moto E40,2021,23557,6802
Apple,iPhone 12,2020,91662,14077
Nokia,Nokia 6.2,2024,27354,17135
Motorola,Moto E40,2022,108352,30746
Realme,Realme 9,2023,121929,52525
Xiaomi,Redmi Note 11,2023,72487,35400
Vivo,Vivo Y20,2021,70025,12340
Vivo,Vivo V20,2020,80241,13536
Motorola,Moto G71,2022,58650,19502
Apple,iPhone 14,2023,46712,21621
Vivo,Vivo X60,2024,107910,70604
Xiaomi,Mi 10,2019,76327,7178
Apple,iPhone 11,2018,36063,3519
Motorola,Moto G60,2022,103786,33494
Oppo,Oppo F19,2023,105857,45980
Motorola,Moto G60,2023,90217,38026
Xiaomi,Mi 11X,2024,26774,16748
Apple,iPhone 11,2018,117722,7292
Apple,iPhone 13,2019,51190,2449
OnePlus,OnePlus Nord,2018,79912,2379
OnePlus,OnePlus 9,2024,89638,59682
Motorola,Moto G71,2024,55551,35004
Xiaomi,Redmi Note 11,2019,116100,12006
Apple,iPhone 12,2021,59888,12820
Vivo,Vivo X60,2024,118614,79101
Oppo,Oppo F21,2019,8458,497
Xiaomi,Redmi Note 10,2021,67168,13172
Vivo,Vivo V20,2022,48856,16688
Realme,Realme 8,2024,77189,52660
Oppo,Oppo A53,2023,46250,19620
Nokia,Nokia 7.2,2020,52762,5908
Nokia,Nokia 5.4,2019,9087,1908
Samsung,Galaxy S22,2019,121321,9286
OnePlus,OnePlus 8,2020,74313,7191
Motorola,Moto G60,2020,52518,6803
Oppo,Oppo Reno 6,2020,19153,4317
Xiaomi,Mi 10,2020,127769,20306
Samsung,Galaxy A52,2023,66220,30496
Xiaomi,Mi 11X,2020,63238,6218
Samsung,Galaxy S20,2023,96283,46085
OnePlus,OnePlus 8,2018,123096,6798
Apple,iPhone 12,2023,113211,48781
Realme,Realme Narzo 50,2021,128224,26123
Oppo,Oppo A53,2020,29990,6050
Samsung,Galaxy S21,2021,45480,10800
Realme,Realme Narzo 50,2022,30198,10801
Nokia,Nokia 6.2,2019,104948,6985
Oppo,Oppo Reno 6,2022,65034,19994
Apple,iPhone 14,2024,42375,27977
Vivo,Vivo V20,2023,68157,30543
Vivo,Vivo Y20,2020,72578,11385
Samsung,Galaxy S22,2018,27378,4116
Apple,iPhone 14,2024,25386,19355
Oppo,Oppo Reno 6,2021,25390,4312
Motorola,Moto G60,2019,19015,2106
OnePlus,OnePlus Nord,2018,108982,5781
Oppo,Oppo F19,2020,68750,9257
Samsung,Galaxy S21,2022,90225,30147
Apple,iPhone 13,2018,73147,3199
OnePlus,OnePlus 9,2022,110875,32217
Oppo,Oppo Reno 6,2018,96105,8352
Oppo,Oppo F19,2023,7596,5872
Oppo,Oppo F21,2020,23873,784
Apple,iPhone 14,2021,87729,19623
Realme,Realme 9,2022,48404,14246
OnePlus,OnePlus Nord,2024,27936,18993
Oppo,Oppo F21,2020,99614,12390
Realme,Realme Narzo 50,2023,125024,56807
Vivo,Vivo Y20,2021,120885,21964
Xiaomi,Mi 10,2023,129163,60463
Xiaomi,Redmi Note 11,2019,63201,4138
Nokia,Nokia 7.2,2024,92898,59500
Realme,Realme Narzo 50,2019,75665,7479
Motorola,Moto G71,2021,36809,5691
Motorola,Moto Edge 20,2018,94223,3752
OnePlus,OnePlus 8,2024,114659,75077
OnePlus,OnePlus 9,2019,120930,12862
Xiaomi,Mi 10,2022,16104,2703
Realme,Realme 8,2024,10773,6729
Samsung,Galaxy A52,2022,62135,18414
Samsung,Galaxy S22,2018,103205,6856
Motorola,Moto E40,2019,67260,6991
Nokia,Nokia 6.2,2018,16523,2419
Oppo,Oppo Reno 6,2018,83365,5141
OnePlus,OnePlus 8,2022,21706,9009
Apple,iPhone 14,2023,104159,48977
Xiaomi,Mi 10,2019,79504,7623
Realme,Realme GT,2019,63231,7823
Nokia,Nokia 5.4,2022,85944,23028
Vivo,Vivo V20,2024,85700,59057
OnePlus,OnePlus 8,2021,112102,24760
Vivo,Vivo V20,2021,54482,11592
Xiaomi,Redmi Note 11,2020,95026,11910
Oppo,Oppo F19,2023,30390,11652
Nokia,Nokia 6.2,2024,70733,50305
Motorola,Moto E40,2023,119224,54140
OnePlus,OnePlus 10R,2023,56705,25384
Oppo,Oppo A53,2022,36442,11671
Oppo,Oppo A53,2018,101094,3792
Samsung,Galaxy S20,2024,120807,78241
Vivo,Vivo V20,2018,21556,-1177
Samsung,Galaxy S20,2018,32914,-980
OnePlus,OnePlus 8,2023,66038,32276
Oppo,Oppo Reno 6,2021,35397,9258
Oppo,Oppo F19,2022,109270,30769
Samsung,Galaxy A52,2021,8285,3840
OnePlus,OnePlus 9,2018,37387,2473
Motorola,Moto E40,2023,22502,12157
Apple,iPhone 13,2023,123693,55263
OnePlus,OnePlus 10R,2023,44279,20259
Realme,Realme Narzo 50,2020,19189,5501
Vivo,Vivo V20,2024,123821,83748
Motorola,Moto G60,2022,26032,6575
Nokia,Nokia 5.4,2018,46405,712
Oppo,Oppo F19,2019,79734,9091
Xiaomi,Mi 11X,2024,87844,56720
Nokia,Nokia 5.4,2021,9227,4089
Apple,iPhone 14,2022,79152,26031
OnePlus,OnePlus 9,2020,100123,15325
Apple,iPhone 11,2018,22746,830
Oppo,Oppo A53,2020,106799,13126
Nokia,Nokia G20,2018,78752,2558
Oppo,Oppo F21,2023,73767,35188
Oppo,Oppo A53,2022,41106,15069
OnePlus,OnePlus 8,2021,89961,16942
Nokia,Nokia 7.2,2019,103827,10816
Oppo,Oppo F19,2021,76684,17462
Samsung,Galaxy S21,2021,111347,24584
Realme,Realme Narzo 50,2022,31681,11423
Samsung,Galaxy S22,2021,32485,8110
Xiaomi,Mi 11X,2023,110019,49215
Vivo,Vivo Y20,2020,77664,12043
Xiaomi,Mi 11X,2018,80528,7843
OnePlus,OnePlus 9,2023,104448,46927
Apple,iPhone 12,2024,81138,52349
Samsung,Galaxy S22,2020,37618,7745
OnePlus,OnePlus 10R,2018,41415,540
Samsung,Galaxy S22,2019,69305,6871
OnePlus,OnePlus 10R,2024,121608,83370
Motorola,Moto G71,2024,109734,74665
Oppo,Oppo F21,2022,8286,4112
Realme,Realme 8,2019,34346,5347
Motorola,Moto E40,2023,15466,8041
OnePlus,OnePlus Nord,2022,49107,14149
Vivo,Vivo X60,2022,102051,32087
Realme,Realme 8,2022,79113,22740
Apple,iPhone 12,2019,65566,8777
Vivo,Vivo X60,2019,56736,3519
OnePlus,OnePlus 9,2022,16480,3493
Xiaomi,Redmi Note 10,2019,7958,2636
Nokia,Nokia G20,2020,100933,12931
Motorola,Moto G71,2021,115127,24545
Motorola,Moto G71,2022,15675,6992
Motorola,Moto G60,2021,79803,13359
Oppo,Oppo Reno 6,2024,119790,80339
Vivo,Vivo X60,2023,90689,40257
Vivo,Vivo X60,2022,51274,15414
Samsung,Galaxy S21,2018,92747,2824
Vivo,Vivo X60,2020,51517,5617
Realme,Realme Narzo 50,2024,65395,44740
Motorola,Moto G60,2022,103234,34065
Realme,Realme Narzo 50,2022,86749,23202
Motorola,Moto G71,2018,70923,4370
Oppo,Oppo F21,2022,124745,37122
Nokia,Nokia 5.4,2018,68447,1439
Samsung,Galaxy S22,2020,92917,13493
Oppo,Oppo F19,2021,103325,23355
Motorola,Moto G60,2023,52250,25922
Xiaomi,Redmi Note 10,2023,26551,9323
Motorola,Moto Edge 20,2019,18989,2420
Nokia,Nokia 5.4,2023,28320,10050
Realme,Realme 9,2020,99739,10576
Xiaomi,Mi 11X,2024,109759,73152
Nokia,Nokia 6.2,2018,69246,3897
Xiaomi,Mi 11X,2023,52422,25862
OnePlus,OnePlus 8,2018,66900,5022
Motorola,Moto E40,2021,56229,12713
Xiaomi,Mi 10,2024,88255,57816
Apple,iPhone 13,2019,49320,5140
Oppo,Oppo F21,2024,111210,76607
OnePlus,OnePlus 8,2023,39398,17898
Samsung,Galaxy A52,2021,83738,17509
Apple,iPhone 14,2020,109454,15225
Motorola,Moto E40,2023,19091,11009
Samsung,Galaxy A52,2018,50723,1251
Samsung,Galaxy S20,2020,75795,9637
Oppo,Oppo F19,2021,22637,2391
Vivo,Vivo X60,2020,8745,-1398
Nokia,Nokia 6.2,2023,95181,40239
Oppo,Oppo F21,2024,59713,40134
Vivo,Vivo V20,2018,32599,-170
OnePlus,OnePlus 10R,2021,112575,21772
OnePlus,OnePlus 10R,2020,95293,13411
Vivo,Vivo V20,2020,24602,6285
Oppo,Oppo F19,2022,22016,5147
Oppo,Oppo A53,2021,15092,5738
Apple,iPhone 12,2019,33473,3686
Oppo,Oppo Reno 6,2018,22527,1692
Apple,iPhone 13,2022,19386,3172
Nokia,Nokia G20,2020,26680,3373
Nokia,Nokia G20,2019,104420,8827
Xiaomi,Redmi Note 11,2023,96856,41836
Oppo,Oppo F19,2024,83239,56875
Apple,iPhone 11,2020,12804,4360
Motorola,Moto E40,2019,38589,6404
Realme,Realme 8,2018,41229,1941
Motorola,Moto G71,2024,103942,67794
Samsung,Galaxy S21,2024,26394,19637
OnePlus,OnePlus 9,2020,25694,493
Oppo,Oppo F21,2024,65276,46491
Realme,Realme Narzo 50,2021,101749,21491
Xiaomi,Mi 10,2019,21292,1837
Realme,Realme 8,2023,23731,12757
Realme,Realme GT,2020,57397,6913
OnePlus,OnePlus 9,2024,100010,64818
Nokia,Nokia 7.2,2024,109178,75823
Motorola,Moto E40,2018,22121,-880
Realme,Realme 9,2023,8437,6065
Oppo,Oppo A53,2024,56195,35097
Nokia,Nokia G20,2022,41515,12963
Nokia,Nokia 7.2,2021,22268,5497
Realme,Realme GT,2023,68337,29188
Samsung,Galaxy A52,2019,56651,5581
Nokia,Nokia 6.2,2020,9676,2642
Apple,iPhone 12,2020,103698,15499
Apple,iPhone 11,2021,121412,25588
Oppo,Oppo F19,2020,55377,5503
Apple,iPhone 13,2024,55614,37800
Realme,Realme 8,2020,17203,-379
Samsung,Galaxy S21,2018,111911,5062
Vivo,Vivo V21,2024,28261,17979
Samsung,Galaxy S20,2019,17038,3522
Apple,iPhone 14,2020,83596,9367
Realme,Realme 8,2021,77031,14569
Xiaomi,Redmi Note 11,2024,86585,59790
OnePlus,OnePlus Nord,2018,37936,1840
Nokia,Nokia 5.4,2022,115201,35445
Nokia,Nokia G20,2021,53008,12345
Oppo,Oppo F19,2022,71578,20868
OnePlus,OnePlus 10R,2020,77390,10964
Xiaomi,Mi 10,2023,80265,36022
Vivo,Vivo X60,2020,89498,12842
Vivo,Vivo V21,2024,53516,37379
Motorola,Moto G71,2020,50976,8850
Oppo,Oppo A53,2022,8684,4829
Samsung,Galaxy S21,2023,71358,33829
Nokia,Nokia G20,2023,47154,19116
Apple,iPhone 13,2022,32214,8536
Realme,Realme GT,2020,127295,16498
Nokia,Nokia G20,2022,99527,32022
Motorola,Moto E40,2024,19101,11297
Samsung,Galaxy S22,2021,94873,21433
OnePlus,OnePlus 10R,2021,88044,16366
Vivo,Vivo V20,2019,17470,-96
Realme,Realme Narzo 50,2020,58404,6561
Nokia,Nokia 7.2,2023,92545,43491
OnePlus,OnePlus 10R,2024,31059,19873
Nokia,Nokia 7.2,2021,129047,23522
Xiaomi,Mi 11X,2022,73946,24761
Realme,Realme 9,2021,59694,13548
OnePlus,OnePlus 10R,2018,31542,2659
Motorola,Moto Edge 20,2020,34151,5334
Oppo,Oppo A53,2023,81384,36634
Nokia,Nokia 7.2,2022,90114,28951
Motorola,Moto G71,2022,38798,13648
Apple,iPhone 11,2021,65825,10899
Oppo,Oppo A53,2022,84037,23993
Realme,Realme GT,2019,26246,4699
Realme,Realme GT,2023,59662,26787
Samsung,Galaxy A52,2024,86614,60120
Nokia,Nokia 6.2,2021,110001,22582
Oppo,Oppo A53,2019,49582,4710
Vivo,Vivo Y20,2020,73241,9887
Realme,Realme 9,2020,48822,6184
Vivo,Vivo X60,2024,115944,75927
Vivo,Vivo V21,2023,120187,57059
Samsung,Galaxy S21,2022,65390,21145
Samsung,Galaxy S22,2022,9159,880
Oppo,Oppo A53,2024,74895,48988
Apple,iPhone 13,2022,36722,10343
Oppo,Oppo Reno 6,2019,103346,8213
OnePlus,OnePlus Nord,2023,30526,12932
Realme,Realme 9,2024,10333,9764
Nokia,Nokia G20,2024,23775,13352
Oppo,Oppo A53,2018,84214,3652
Motorola,Moto G71,2024,126677,85054
Samsung,Galaxy S20,2018,88642,6335
Oppo,Oppo Reno 6,2021,50297,12988
Nokia,Nokia 5.4,2022,18163,8426
OnePlus,OnePlus 8,2019,39717,4122
Nokia,Nokia 7.2,2019,112126,11925
Apple,iPhone 11,2024,96939,65442
Samsung,Galaxy S20,2019,98662,10180
Apple,iPhone 14,2019,86864,5183
Samsung,Galaxy A52,2023,91974,41113
Oppo,Oppo F19,2024,79653,50603
Samsung,Galaxy S20,2020,87294,12447
Oppo,Oppo F19,2018,114971,8495
Motorola,Moto E40,2018,94034,3668
Apple,iPhone 11,2018,58894,3207
Xiaomi,Mi 11X,2023,118557,56157
Nokia,Nokia G20,2019,90974,9597
OnePlus,OnePlus 8,2020,117134,16870
Apple,iPhone 13,2020,79954,8110
Oppo,Oppo F19,2020,75381,11941
Vivo,Vivo V21,2023,116815,52583
Realme,Realme 9,2019,99210,9538
Vivo,Vivo Y20,2020,100875,14592
Xiaomi,Redmi Note 10,2023,78376,35734
Motorola,Moto G71,2020,39012,6517
Nokia,Nokia 5.4,2021,86929,15245
Realme,Realme 8,2018,26916,2332
Xiaomi,Redmi Note 11,2022,90019,28065
Apple,iPhone 13,2022,30427,9008
Nokia,Nokia 5.4,2023,89212,37693
Apple,iPhone 13,2021,58460,13952
Motorola,Moto G71,2022,91028,25444
Motorola,Moto Edge 20,2019,69397,7655
Oppo,Oppo F19,2023,126742,56902
OnePlus,OnePlus 8,2020,94924,15297
Vivo,Vivo V21,2019,35592,4023
Realme,Realme GT,2019,99430,8245
OnePlus,OnePlus Nord,2022,56370,15769
Oppo,Oppo Reno 6,2021,108006,21922
Apple,iPhone 11,2019,69344,7947
Oppo,Oppo F21,2018,51825,2433
Apple,iPhone 12,2018,53709,985
OnePlus,OnePlus 8,2018,32260,-550
OnePlus,OnePlus 10R,2022,114290,31661
OnePlus,OnePlus Nord,2021,107591,20307
Realme,Realme Narzo 50,2018,128544,10753
Motorola,Moto G71,2023,121949,53933
Realme,Realme 8,2022,102424,29973
Vivo,Vivo Y20,2024,122434,79719
Motorola,Moto G60,2020,115975,17140
Samsung,Galaxy S21,2021,102967,18838
Nokia,Nokia G20,2020,74084,10168
Nokia,Nokia 6.2,2018,27713,1009
Nokia,Nokia 7.2,2024,46069,32413
Nokia,Nokia 5.4,2022,127679,40350
Samsung,Galaxy S22,2020,101394,12117
Samsung,Galaxy S22,2018,77221,7178
Oppo,Oppo Reno 6,2021,53620,11839
Apple,iPhone 11,2023,65145,30297
Realme,Realme 9,2022,92746,27319
OnePlus,OnePlus 10R,2018,102422,6522
Samsung,Galaxy A52,2018,106071,5785
OnePlus,OnePlus Nord,2021,92622,17142
Nokia,Nokia 6.2,2024,31022,22406
Oppo,Oppo F19,2022,65757,18631
OnePlus,OnePlus 10R,2024,63553,42784
Oppo,Oppo F21,2024,89031,61265
Motorola,Moto G71,2021,92077,16018
Realme,Realme GT,2022,7229,3326
Motorola,Moto G71,2023,42138,17832
Xiaomi,Redmi Note 10,2022,16520,6169
Vivo,Vivo X60,2020,52622,8981
OnePlus,OnePlus Nord,2018,37589,1077
Xiaomi,Redmi Note 10,2020,112484,18189
Realme,Realme Narzo 50,2022,29560,10139
Apple,iPhone 11,2020,73320,9077
Realme,Realme Narzo 50,2021,36858,7959
OnePlus,OnePlus Nord,2022,120236,34138
Apple,iPhone 14,2020,83482,11507
Realme,Realme 8,2018,112843,5772
Vivo,Vivo X60,2023,36408,19166
Oppo,Oppo F19,2022,50293,16657
Oppo,Oppo F19,2019,115602,8354
Vivo,Vivo X60,2021,113576,20544
Oppo,Oppo F21,2022,59225,17081
Motorola,Moto Edge 20,2019,48572,3773
Realme,Realme 9,2024,65203,43615
Oppo,Oppo Reno 6,2023,97034,42653
Realme,Realme Narzo 50,2024,119320,78497
Realme,Realme 8,2021,110781,19952
Nokia,Nokia 6.2,2023,24818,8547
Motorola,Moto E40,2024,71246,45704
Vivo,Vivo V20,2019,55927,4899
Oppo,Oppo F21,2020,92638,11267
Vivo,Vivo X60,2022,90361,26967
Realme,Realme 9,2023,21331,8663
Oppo,Oppo A53,2021,43199,6219
Nokia,Nokia 7.2,2019,38474,4028
Nokia,Nokia 7.2,2022,94700,31061
Oppo,Oppo F19,2020,88171,11797
OnePlus,OnePlus 9,2018,52993,4520
OnePlus,OnePlus 10R,2019,104886,11639
Motorola,Moto G71,2020,89404,12256
Xiaomi,Redmi Note 11,2023,45272,23245
Nokia,Nokia 5.4,2021,101595,18056
Nokia,Nokia 7.2,2021,60441,15045
OnePlus,OnePlus Nord,2022,42182,14547
Xiaomi,Mi 11X,2018,98183,8646
Nokia,Nokia 5.4,2019,94332,6302
Motorola,Moto Edge 20,2022,100118,32478
Xiaomi,Redmi Note 10,2020,15090,3689
Vivo,Vivo X60,2022,27515,9742
Samsung,Galaxy S22,2021,54373,12118
Vivo,Vivo V21,2020,93101,13670
Nokia,Nokia 6.2,2019,112258,10591
Realme,Realme 9,2021,49318,10208
Xiaomi,Redmi Note 11,2021,37331,8347
Motorola,Moto G71,2018,27748,1742
Samsung,Galaxy S20,2020,80644,13867
Xiaomi,Redmi Note 11,2024,49521,30334
Apple,iPhone 13,2023,11333,5971
Xiaomi,Redmi Note 11,2020,71197,11430
OnePlus,OnePlus 10R,2024,108600,74572
Xiaomi,Mi 11X,2021,19578,1727
Xiaomi,Mi 11X,2018,129610,5779
Realme,Realme GT,2022,9042,2647
Oppo,Oppo F19,2021,26099,7922
Motorola,Moto G71,2024,62968,40427
Realme,Realme 9,2022,31814,7417
Realme,Realme 8,2018,67679,6774
Nokia,Nokia 6.2,2024,63257,44264
Motorola,Moto E40,2022,98995,29075
Motorola,Moto G71,2018,128349,7645
Samsung,Galaxy S22,2018,98405,8710
OnePlus,OnePlus 10R,2018,28670,4310
Nokia,Nokia 5.4,2023,74814,33633
Nokia,Nokia G20,2018,122474,5216
Vivo,Vivo V20,2022,34863,11305
OnePlus,OnePlus 10R,2020,22667,2536
Motorola,Moto G60,2018,36661,-188
Oppo,Oppo F19,2019,129403,13494
Vivo,Vivo Y20,2021,95619,21925
Motorola,Moto G71,2022,72861,22231
Nokia,Nokia G20,2019,75149,9232
Realme,Realme Narzo 50,2020,27780,2084
OnePlus,OnePlus Nord,2019,71702,8855
Apple,iPhone 12,2023,73110,35249
Samsung,Galaxy S20,2020,24298,5365
Xiaomi,Redmi Note 11,2024,14058,11931
Oppo,Oppo Reno 6,2022,85613,26385
Apple,iPhone 11,2020,127676,19694
Motorola,Moto G71,2021,107269,19212
Nokia,Nokia 7.2,2020,114922,16944
Oppo,Oppo F21,2021,89849,17329
OnePlus,OnePlus Nord,2019,63461,6124
Realme,Realme GT,2023,44616,21801
Vivo,Vivo X60,2020,121333,18343
Motorola,Moto Edge 20,2019,66997,4596
Oppo,Oppo A53,2021,129930,27131
Vivo,Vivo V21,2020,31475,4801
Nokia,Nokia 7.2,2019,46677,2339
Xiaomi,Redmi Note 11,2022,34502,9724
Nokia,Nokia G20,2018,88642,3966
Oppo,Oppo A53,2024,17172,11356
OnePlus,OnePlus 9,2019,124253,11819
Apple,iPhone 13,2021,31896,7987
Apple,iPhone 12,2020,116284,12897
Xiaomi,Redmi Note 11,2019,121110,12804
Motorola,Moto G60,2020,125120,19501
Samsung,Galaxy A52,2022,103674,29741
Samsung,Galaxy S20,2019,51861,2608
Vivo,Vivo V21,2023,115010,49766
Apple,iPhone 14,2020,90560,14863
OnePlus,OnePlus 9,2020,80736,8471
Apple,iPhone 11,2019,43446,1377
Oppo,Oppo A53,2018,119205,10024
Motorola,Moto G60,2022,25487,4718
Nokia,Nokia 6.2,2022,98217,31215
Vivo,Vivo Y20,2019,12433,908
Motorola,Moto E40,2024,32995,24890
Vivo,Vivo X60,2019,57022,6333
Realme,Realme GT,2021,35182,7305
Vivo,Vivo Y20,2019,47381,6615
Apple,iPhone 13,2023,91402,42338
Vivo,Vivo Y20,2019,88187,6861
Samsung,Galaxy S21,2018,124809,4858
Apple,iPhone 11,2024,104405,67873
Motorola,Moto Edge 20,2021,120031,25547
Xiaomi,Redmi Note 11,2020,34699,6864
Motorola,Moto G60,2023,13667,3239
Xiaomi,Mi 11X,2018,71955,5438
Nokia,Nokia 5.4,2022,122450,39090
Samsung,Galaxy S22,2023,79282,33501
Samsung,Galaxy S20,2020,81278,11083
Apple,iPhone 11,2018,30879,118
Realme,Realme 9,2023,115620,49251
Vivo,Vivo X60,2021,69209,16467
Realme,Realme 8,2023,92494,43973
Realme,Realme 8,2019,100140,6501
Vivo,Vivo Y20,2022,69009,22829
Oppo,Oppo F19,2024,106219,70293
OnePlus,OnePlus Nord,2018,73249,4847
Motorola,Moto E40,2023,94470,44026
Nokia,Nokia G20,2020,129639,16432
Realme,Realme 8,2021,10830,1704
Oppo,Oppo F21,2022,25946,6492
Nokia,Nokia 6.2,2023,115460,54361
Motorola,Moto Edge 20,2018,56526,2184
Apple,iPhone 13,2024,53963,34733
Xiaomi,Redmi Note 10,2022,72335,23680
Xiaomi,Redmi Note 11,2023,93285,42161
OnePlus,OnePlus 10R,2022,97048,30607
Motorola,Moto G71,2019,114023,9385
Xiaomi,Redmi Note 10,2024,42020,25575
Vivo,Vivo Y20,2021,58780,10301
Xiaomi,Redmi Note 11,2019,39575,5621
Nokia,Nokia G20,2018,126441,6399
Oppo,Oppo F21,2019,88243,10391
Samsung,Galaxy S20,2019,40614,2967
OnePlus,OnePlus 10R,2023,36294,16261
Realme,Realme Narzo 50,2023,55655,26179
Xiaomi,Redmi Note 10,2020,94626,15717
Oppo,Oppo Reno 6,2020,112915,13564
Nokia,Nokia 6.2,2021,116008,23348
Apple,iPhone 13,2024,46510,29077
Vivo,Vivo V21,2023,75221,33585
Apple,iPhone 13,2020,69671,9353
Xiaomi,Redmi Note 11,2021,48153,11205
OnePlus,OnePlus 10R,2019,35642,934
OnePlus,OnePlus 8,2020,81982,8172
OnePlus,OnePlus 9,2023,111073,52338
Realme,Realme 8,2019,120256,11970
Samsung,Galaxy A52,2023,93622,39496
Samsung,Galaxy S21,2021,92733,18533
Oppo,Oppo A53,2021,119468,23094
Motorola,Moto Edge 20,2022,126900,35456
Apple,iPhone 11,2019,10705,3249
OnePlus,OnePlus 8,2023,103392,48963
Realme,Realme 8,2018,39140,-72
Vivo,Vivo V21,2024,56388,40694
Realme,Realme GT,2018,76494,3543
OnePlus,OnePlus Nord,2019,41936,1549
Realme,Realme Narzo 50,2024,26789,16282
Apple,iPhone 12,2020,61970,7307
Xiaomi,Redmi Note 11,2018,60093,6603
OnePlus,OnePlus 9,2024,83008,54209
OnePlus,OnePlus 9,2021,21657,7277
Nokia,Nokia G20,2022,14251,7256
Vivo,Vivo X60,2020,31762,4126
Realme,Realme Narzo 50,2019,81747,9683
OnePlus,OnePlus Nord,2023,60561,27726
Oppo,Oppo F21,2020,50970,7509
OnePlus,OnePlus Nord,2019,89238,6290
Oppo,Oppo F21,2022,103559,30200
Nokia,Nokia 6.2,2019,16900,-961
Nokia,Nokia 7.2,2023,59324,28092
Motorola,Moto G60,2020,119783,14623
Oppo,Oppo Reno 6,2018,114287,9740
Vivo,Vivo X60,2024,114697,77252
Nokia,Nokia G20,2023,104222,47014
Nokia,Nokia 5.4,2019,25585,442
Nokia,Nokia 6.2,2021,72226,16490
Samsung,Galaxy S21,2022,99289,28239
Oppo,Oppo F21,2022,113757,33770
Apple,iPhone 14,2022,92871,27742
Apple,iPhone 14,2019,41371,1143
Vivo,Vivo V20,2024,91811,59142
Realme,Realme 8,2020,121756,16917
Samsung,Galaxy S22,2019,14915,657
Motorola,Moto G71,2019,9509,796
Apple,iPhone 13,2018,31741,1154
Realme,Realme 8,2019,66821,4330
Realme,Realme Narzo 50,2018,104719,8599
Oppo,Oppo F21,2019,107539,7957
Motorola,Moto G60,2020,14252,337
Apple,iPhone 14,2021,44424,11309
OnePlus,OnePlus 9,2022,62308,18832
OnePlus,OnePlus 10R,2024,21412,17036
Motorola,Moto E40,2023,84126,38236
Realme,Realme 9,2018,9836,2014
Vivo,Vivo V21,2019,123439,8859
Samsung,Galaxy A52,2019,12598,-818
Oppo,Oppo Reno 6,2021,63083,14478
Oppo,Oppo F21,2024,32155,24356
Vivo,Vivo V21,2018,82026,5634
Samsung,Galaxy S21,2021,115022,21732
OnePlus,OnePlus Nord,2023,99813,47352
Vivo,Vivo V20,2019,69538,6918
Vivo,Vivo Y20,2019,43410,6071
OnePlus,OnePlus 10R,2021,124853,24594
Samsung,Galaxy S20,2019,39117,5622
Realme,Realme Narzo 50,2023,103532,45120
Vivo,Vivo V21,2023,119843,54857
Xiaomi,Redmi Note 11,2022,98826,32238
Samsung,Galaxy S22,2023,122395,53561
Xiaomi,Mi 11X,2023,49976,21493
Nokia,Nokia 7.2,2021,57247,13381
Realme,Realme Narzo 50,2021,87535,16160
Vivo,Vivo V20,2018,52449,1955
Motorola,Moto Edge 20,2018,66272,3908
Xiaomi,Redmi Note 11,2024,128580,86080
Samsung,Galaxy S22,2022,54119,16017
Xiaomi,Mi 11X,2022,91294,30341
OnePlus,OnePlus 9,2018,72848,3413
Realme,Realme GT,2023,34813,14149
Apple,iPhone 12,2018,124887,8585
OnePlus,OnePlus 8,2023,128407,57266
Xiaomi,Mi 11X,2020,79178,11729
